51,51,0.250000,0.250000,0.250000,0.250000,100,100,0,0.000000,0,-,/tmp/rwalk.sock
23,2,0.010000,84.000000
24,5,0.010000,78.000000
23,6,0.010000,96.000000
16,7,0.010000,90.000000
21,7,0.010000,87.000000
26,8,0.020000,74.000000
27,8,0.010000,62.000000
17,9,0.010000,71.000000
24,9,0.010000,88.000000
27,9,0.010000,95.000000
31,9,0.010000,79.000000
10,10,0.010000,71.000000
13,10,0.010000,96.000000
18,10,0.010000,73.000000
21,10,0.010000,88.000000
22,10,0.010000,95.000000
23,10,0.010000,90.000000
27,10,0.020000,77.000000
30,10,0.010000,47.000000
40,10,0.010000,73.000000
15,11,0.010000,77.000000
22,11,0.010000,96.000000
25,11,0.010000,81.000000
26,11,0.030000,66.666664
31,11,0.010000,73.000000
32,11,0.020000,86.000000
35,11,0.010000,67.000000
12,12,0.010000,87.000000
16,12,0.010000,81.000000
18,12,0.020000,66.000000
19,12,0.040000,75.500000
21,12,0.010000,62.000000
22,12,0.020000,77.000000
25,12,0.010000,76.000000
26,12,0.020000,86.000000
27,12,0.010000,38.000000
32,12,0.010000,75.000000
36,12,0.010000,99.000000
15,13,0.020000,84.000000
17,13,0.010000,75.000000
18,13,0.020000,87.000000
19,13,0.040000,60.500000
20,13,0.040000,62.000000
21,13,0.030000,90.333336
22,13,0.020000,69.000000
23,13,0.010000,79.000000
24,13,0.020000,53.000000
25,13,0.030000,79.000000
26,13,0.020000,73.000000
28,13,0.020000,74.000000
29,13,0.010000,69.000000
31,13,0.020000,83.000000
33,13,0.010000,99.000000
14,14,0.030000,86.333336
15,14,0.010000,88.000000
17,14,0.020000,64.000000
19,14,0.020000,56.000000
20,14,0.030000,65.000000
21,14,0.020000,58.000000
24,14,0.010000,65.000000
25,14,0.010000,96.000000
26,14,0.040000,70.500000
27,14,0.040000,60.000000
28,14,0.010000,85.000000
29,14,0.020000,71.000000
30,14,0.030000,78.333336
31,14,0.020000,75.000000
32,14,0.020000,78.000000
33,14,0.020000,52.000000
34,14,0.010000,47.000000
35,14,0.020000,76.000000
37,14,0.010000,62.000000
12,15,0.010000,96.000000
14,15,0.010000,60.000000
15,15,0.020000,83.000000
16,15,0.020000,85.000000
18,15,0.030000,60.000000
19,15,0.030000,51.666668
20,15,0.020000,72.000000
21,15,0.020000,66.000000
22,15,0.050000,76.000000
23,15,0.020000,65.000000
24,15,0.080000,64.000000
25,15,0.080000,68.250000
26,15,0.020000,37.000000
27,15,0.040000,77.000000
28,15,0.010000,54.000000
29,15,0.040000,70.000000
30,15,0.020000,71.000000
31,15,0.020000,92.000000
32,15,0.020000,51.000000
33,15,0.040000,74.000000
34,15,0.030000,73.333336
10,16,0.010000,93.000000
12,16,0.020000,83.000000
13,16,0.010000,94.000000
14,16,0.010000,91.000000
17,16,0.020000,64.000000
18,16,0.020000,71.000000
19,16,0.030000,80.666664
20,16,0.070000,69.000000
21,16,0.020000,26.000000
22,16,0.050000,59.400002
23,16,0.040000,62.000000
24,16,0.050000,58.599998
25,16,0.050000,56.400002
26,16,0.030000,76.333336
27,16,0.020000,95.000000
28,16,0.070000,72.714287
29,16,0.020000,73.000000
30,16,0.030000,69.000000
31,16,0.030000,84.666664
32,16,0.050000,70.199997
33,16,0.020000,80.000000
35,16,0.010000,68.000000
37,16,0.010000,92.000000
39,16,0.010000,84.000000
40,16,0.010000,93.000000
12,17,0.010000,96.000000
15,17,0.010000,85.000000
16,17,0.020000,62.000000
17,17,0.010000,67.000000
18,17,0.010000,54.000000
19,17,0.040000,48.500000
